file,AUC-PR,AUC-ROC,VUS-PR,VUS-ROC,Standard-F1,PA-F1,Event-based-F1,R-based-F1,Affiliation-F
401_UCR_id_99_HumanActivity_tr_1671_1st_5920.csv,0.5130434782608696,0.9957735849056605,0.7337955857029091,0.9976862964403874,0.6781564374718213,0.6781609195402298,0.6781609195402294,0.6781609195402298,0.9958654204142412
402_UCR_id_100_Medical_tr_7500_1st_19510.csv,0.008746682177195824,0.6122742474916388,0.007339547574792975,0.6157700333958289,0.0652124294890606,0.704225352112676,0.12499999999999988,0.10508474576271187,0.9710999897023987
403_UCR_id_101_Medical_tr_1875_1st_4187.csv,0.01643835616438356,0.915542796100948,0.08231171214767384,0.9186117791745881,0.032344695261084355,0.025945945945945945,0.025945945945945917,0.02588996763754045,0.7947296537318225
404_UCR_id_102_Facility_tr_13750_1st_52600.csv,0.37690987124463515,0.9966801094890511,0.5562951415592445,0.9979986071019925,0.6005963982294058,0.6956521739130435,0.6006006006006002,0.6006006006006006,0.9981999259144801
405_UCR_id_103_Sensor_tr_2827_1st_5988.csv,0.3435677784565468,0.9586263307300359,0.393170129479363,0.9730799468838073,0.5317179109677482,0.5705882352941176,0.5465838509316766,0.6046952955220226,0.6894167334776118
406_UCR_id_104_Facility_tr_20000_1st_67950.csv,0.7146838302902929,0.9072540689655172,0.9175083669984841,0.975427486248151,0.8441014761242548,0.9025270758122743,0.8915662650602404,0.8540944035375971,0.9996085368190517
407_UCR_id_105_Medical_tr_7500_1st_16900.csv,0.04364646363506435,0.8568919463087248,0.04433071597123008,0.8595060934153514,0.09120775269869827,0.07499062617172854,0.06304595518420046,0.07646017699115044,0.6868785286909673
408_UCR_id_106_Medical_tr_9594_1st_11111.csv,0.00600910318983742,0.6054518143107187,0.006456568727954869,0.6398045971514585,0.017777343220499054,0.043859649122807015,0.018018018018017997,0.02634245187436677,0.7395631409145694
409_UCR_id_107_Facility_tr_20000_1st_67950.csv,0.7147080681852902,0.9122930156739812,0.917625575710895,0.9787711819726054,0.8441014761242548,0.9025270758122743,0.8915662650602404,0.8540944035375971,0.9996085368190517
410_UCR_id_108_Medical_tr_1875_1st_4187.csv,0.027548209366391185,0.9644192256341789,0.16445767196871036,0.9676721181300966,0.05361878113625864,0.03597122302158273,0.0359712230215827,0.03577817531305903,0.7137977539543673
411_UCR_id_109_Environment_tr_2046_1st_4852.csv,0.007548697241679697,0.4473942969518191,0.00812916076729171,0.46089106462264945,0.020833127172179024,0.020512820512820513,0.020512820512820492,0.012422360248447204,0.7302368256816114
412_UCR_id_110_Medical_tr_7500_1st_16900.csv,0.03521021632867987,0.8219093959731545,0.03599516463293274,0.828583210290388,0.07427207584225805,0.08565310492505353,0.07214254671881783,0.07949944792050055,0.6986434670984354
413_UCR_id_111_Facility_tr_12500_1st_46600.csv,0.036305877013841616,0.7916700201207244,0.03878805205877266,0.7981168208371932,0.08968484387124269,0.12057877813504823,0.08375209380234497,0.13437576349865624,0.6722094741345245
414_UCR_id_112_HumanActivity_tr_48750_1st_143411.csv,0.0018237060992322203,0.7244291944586968,0.002383090766998048,0.7564577277231969,0.0038821811207071736,0.004200709919976476,0.0037403601672655407,0.0038613734211840824,0.6726562246531431
415_UCR_id_113_Medical_tr_3000_1st_8612.csv,0.47706422018348627,0.9952084734364492,0.7085919967726119,0.9973255626441888,0.6459583596607948,0.3851851851851852,0.3851851851851849,0.38518518518518524,0.8020970628024421
