,AUC-PR,AUC-ROC,VUS-PR,VUS-ROC,Standard-F1,PA-F1,Event-based-F1,R-based-F1,Affiliation-F,Time
526_UCR_id_224_Sensor_tr_2827_1st_4711.csv,0.6802261262933548,0.9982495585209998,0.9142322229224916,0.9995006580131629,0.8340376909292061,0.9799999999999994,0.6666666666666661,0.8260819299394967,0.6669313868745725,3.174603223800659
531_SMAP_id_1_Sensor_tr_1811_1st_4510.csv,0.9781649664973642,0.9997362991918346,0.9930407230982612,0.999950116579674,0.9050229780864887,0.9999999999999996,0.9999999999999993,0.9024390243902439,0.9929830263132328,1.3546597957611084
532_SMAP_id_2_Sensor_tr_2075_1st_5550.csv,0.5629171908763002,0.9321517370819344,0.5662555089180406,0.9356643384217428,0.5959958161093709,0.9999999999999996,0.9999999999999993,0.6971046770601337,0.767383305289759,2.448800563812256
533_SMAP_id_3_Sensor_tr_2052_1st_5300.csv,0.9888067615218648,0.9927280946752235,0.988904911876218,0.993546027258262,0.9919014751728702,0.9999999999999996,0.9999999999999993,0.9928122192273136,0.9999349570103123,2.2803354263305664
534_SMAP_id_4_Sensor_tr_1968_1st_4370.csv,0.9403275149720723,0.9995739060036644,0.9804088397715323,0.99991317898598,0.8499951125281029,0.9999999999999996,0.9999999999999991,0.85,0.9929240532798624,1.398517370223999
536_SMAP_id_6_Sensor_tr_2160_1st_5600.csv,0.9653451909762722,0.9995408370910871,0.9867558971098284,0.999890620507216,0.8715034624664967,0.9999999999999996,0.9999999999999993,0.8946221031145424,0.8272449910940366,1.3083667755126953
537_SMAP_id_7_Sensor_tr_2077_1st_5394.csv,0.9996002701080839,0.9999858165395992,0.9993861459041273,0.9999884867366352,0.9875172816811314,0.9999999999999996,0.9999999999999993,0.9884809215262779,0.9955023282877922,2.8348584175109863
538_SMAP_id_8_Sensor_tr_2007_1st_3650.csv,0.7839087027918917,0.9218405940917754,0.7760862911931904,0.9248700861488993,0.8170163752217986,0.9999999999999996,0.9999999999999993,0.816467829782986,0.7550052549128249,0.693596363067627
539_SMAP_id_9_Sensor_tr_1857_1st_4270.csv,0.9973951877549873,0.9999777565228996,0.9971176727944278,0.999983643367014,0.9682489733187885,0.9999999999999996,0.9999999999999991,0.9704807266282676,0.744324486445615,0.6306750774383545
540_SMAP_id_10_Sensor_tr_2051_1st_4575.csv,0.9917514413142074,0.9997988647928912,0.995994257224802,0.9999415197713324,0.9371378769244254,0.9999999999999996,0.9999999999999993,0.9479638009049774,0.6872433582799181,1.9108080863952637
541_SMAP_id_11_Sensor_tr_1832_1st_5300.csv,0.8448103135189495,0.8825023090014736,0.8727402692194962,0.9162895833458655,0.8757792678906898,0.9999999999999996,0.9999999999999993,0.9018694470136495,0.6565532029974153,3.3327889442443848
542_SMAP_id_12_Sensor_tr_1908_1st_4690.csv,0.9940623023402909,0.9999745364574271,0.9911315431517241,0.9999713049527075,0.9538411645231394,0.9999999999999996,0.9999999999999991,0.9597315436241611,0.9947860393990636,2.015366792678833
544_SMAP_id_14_Sensor_tr_1978_1st_4450.csv,0.9455019698726286,0.9991733371202807,0.9772451821502548,0.9997573263264699,0.8584020812414164,0.9999999999999996,0.9999999999999993,0.8702101359703337,0.6702785428395563,1.9299712181091309
545_SMAP_id_15_Sensor_tr_1173_1st_2750.csv,0.9342305683666475,0.9992143345920876,0.9870132717134782,0.9998988488727935,0.8429703299237111,0.9999999999999996,0.9999999999999991,0.8429752066115702,0.9878467065903849,1.0017478466033936
546_SMAP_id_16_Sensor_tr_2117_1st_4770.csv,0.04249228301148135,0.8144465740297077,0.08229833172781044,0.8656316623303858,0.11110920481109694,0.5680751173708916,0.04166666666666662,0.25743059602721147,0.7317930368206229,2.165757179260254
547_SMAP_id_17_Sensor_tr_2133_1st_5400.csv,0.5497669674184336,0.8142390965287936,0.548639023994701,0.8192464182890871,0.5918107927046031,0.9999999999999996,0.9999999999999993,0.6795252225519288,0.726691429416902,2.650388479232788
548_SMAP_id_18_Sensor_tr_2094_1st_5600.csv,0.9407078972419545,0.9996488507176614,0.9762323063603228,0.999908814819935,0.8450655425792611,0.9999999999999996,0.9999999999999991,0.8797814207650273,0.6732489168195653,0.9847061634063721
549_SMAP_id_19_Sensor_tr_1998_1st_2098.csv,0.9720912312878666,0.9993526167232047,0.9920815100401499,0.9998739522193351,0.8948605759445476,0.9999999999999996,0.9999999999999993,0.8940473989204605,0.9913561708607614,2.0605685710906982
550_SWaT_id_1_Sensor_tr_43700_1st_43800.csv,0.7334746118885722,0.8200720368698602,0.5818015176837512,0.7901942718408009,0.7908124487769781,0.8949563186755901,0.23529411764705838,0.2020165981983202,0.701968287702578,99.4163167476654
551_YAHOO_id_1_Synthetic_tr_500_1st_893.csv,1.0,1.0,1.0,1.0,0.9999950000249999,0.9999999999999983,0.9999999999999983,0.5,0.6924475384598923,0.255831241607666
552_YAHOO_id_2_Synthetic_tr_500_1st_893.csv,1.0,1.0,1.0,1.0,0.9999950000249999,0.9999999999999983,0.9999999999999983,0.4,0.7552966802158666,0.28035807609558105
555_YAHOO_id_5_WebService_tr_500_1st_730.csv,0.3942307692307692,0.9906026252983293,0.7467682201543702,0.9954624411632632,0.3999968000255998,0.39999999999999947,0.39999999999999947,0.5864661654135338,0.6836909893477855,0.365403413772583
558_YAHOO_id_8_WebService_tr_500_1st_1125.csv,0.19387727389841608,0.8854491462509279,0.21455752543620754,0.8483730029050731,0.40689255651960865,0.5622775800711739,0.06106870229007626,0.39581859895464977,0.6670828044710546,0.25882387161254883
562_YAHOO_id_12_Synthetic_tr_500_1st_893.csv,1.0,1.0,1.0,1.0,0.9999950000249999,0.9999999999999983,0.9999999999999983,0.4,0.8029729798584146,0.2635157108306885
570_YAHOO_id_20_Synthetic_tr_500_1st_658.csv,0.031071455695515844,0.9472477064220183,0.19596911025566954,0.9559459379744887,0.0776691563838367,0.07766990291262128,0.04040404040404036,0.4,0.6855971385329609,0.2700507640838623
571_YAHOO_id_21_Synthetic_tr_500_1st_623.csv,0.42230806501931484,0.9799338999055713,0.6730976702503543,0.9910418052015122,0.49999625002812476,0.49999999999999944,0.49999999999999933,0.6445357436318817,0.7715702090484043,0.2492997646331787
579_YAHOO_id_29_WebService_tr_500_1st_1342.csv,1.0,1.0,1.0,1.0,0.9999950000249999,0.9999999999999983,0.9999999999999983,1.0,0.6793602841938374,0.39267802238464355
