file,AUC-PR,AUC-ROC,VUS-PR,VUS-ROC,Standard-F1,PA-F1,Event-based-F1,R-based-F1,Affiliation-F
159_Stock_id_11_Finance_tr_500_1st_5.csv,0.16625012947525822,0.5648028225194119,0.9730953989527535,0.9828410996939009,0.2595429706095866,0.2623051998148434,0.2583199886027786,0.19390387057315045,0.6869477563856109
160_Stock_id_12_Finance_tr_500_1st_14.csv,0.07165635488339861,0.6061437623484943,0.7244139413457753,0.869527764620197,0.12567841589887496,0.1260755048287972,0.12489923775712615,0.10427483722746424,0.6773742656657404
162_Stock_id_14_Finance_tr_500_1st_4.csv,0.17125051781640055,0.5783540973132923,0.9543131225615532,0.9727250422086356,0.26850481532061987,0.2742343354874965,0.26750302153886957,0.21436529588213074,0.687629932457077
163_Stock_id_15_Finance_tr_500_1st_3.csv,0.17319733529532133,0.5743140242316963,0.9529312035808895,0.9719325670117192,0.26183687700220903,0.2691373801916933,0.2613387764130493,0.21018098713000785,0.6864870343540411
164_Stock_id_16_Finance_tr_500_1st_8.csv,0.17355995176532896,0.5693370363106213,0.9720268298904098,0.9821702830708481,0.2566866740503126,0.26160155406863805,0.2555716557726275,0.2017569171402358,0.6864991569254123
165_Stock_id_17_Finance_tr_500_1st_7.csv,0.1693556563584384,0.5704122436517056,0.9765513489521648,0.9853120739946246,0.25941678725349887,0.2620897018291155,0.25856647762346546,0.1899916544723281,0.6864239817788268
166_Stock_id_18_Finance_tr_500_1st_18.csv,0.17231797447488367,0.5725947933643373,0.888281811513389,0.9294036318204092,0.26020852363047287,0.2648177496038035,0.25975980421748623,0.203406350691356,0.6865150335844832
167_Stock_id_19_Finance_tr_500_1st_7.csv,0.0721284058997026,0.622960083208096,0.27918311314988775,0.6767324274997709,0.12723643766592443,0.1282051282051282,0.12496255065516626,0.12298894110792397,0.6772756052236
168_Stock_id_20_Finance_tr_500_1st_1.csv,0.17560814225483928,0.5817038939184729,0.9559818198495413,0.9728402354838279,0.2638163756946803,0.2701130856219709,0.2616382109103225,0.21085707181475627,0.6867557642602719
169_Daphnet_id_1_HumanActivity_tr_9693_1st_20732.csv,0.5235579234232641,0.9506928979829624,0.5125140542281629,0.9526553976043747,0.5300194963303637,0.7874015748031497,0.7064307912981108,0.4453706855179574,0.9556955856375318
170_MITDB_id_1_Medical_tr_17675_1st_17775.csv,0.05538999603506464,0.6097130948263636,0.06791600014734234,0.6676164084743871,0.12002306109264214,0.8355908987139488,0.11247899723370397,0.12622850239658495,0.7042720849516909
171_MITDB_id_2_Medical_tr_50000_1st_88864.csv,0.26940900579382354,0.7284877743157334,0.2536800084638944,0.7805188611482997,0.31868396304868324,0.9503116561940091,0.8523848248064203,0.27870642326231726,0.8668820593145888
172_MITDB_id_3_Medical_tr_27274_1st_27374.csv,0.021877500998777118,0.40079615234417193,0.0249427741227446,0.4455869008958072,0.05420918987809742,0.8463413950620744,0.06947890818858542,0.07121247301759187,0.6773747011463465
173_MITDB_id_4_Medical_tr_13620_1st_13720.csv,0.08301182719677408,0.3837172610392389,0.11774991523535826,0.49534589931562345,0.18608363326605631,0.41820895197220076,0.18608304961768135,0.1517256565643732,0.7328581748533081
175_MITDB_id_6_Medical_tr_27274_1st_27374.csv,0.030674190838789046,0.5013878260235853,0.03354419702949871,0.5422021085341683,0.05657496717948317,0.8972276369937189,0.2819307988039295,0.10175809491658787,0.7111493537260345
176_MITDB_id_7_Medical_tr_6232_1st_6332.csv,0.3546568505091392,0.535497103412287,0.3689164269424413,0.6193305538409639,0.4569723592964531,0.982393856915572,0.9746452326263122,0.5451127207995184,0.967808781805528
177_MITDB_id_8_Medical_tr_17675_1st_17775.csv,0.05481689414938238,0.6273874269252477,0.06902324800592793,0.6852859119603442,0.11394030791976466,0.8522202033725416,0.10441774784684617,0.11317986809466372,0.7055556385626102
178_SMD_id_1_Facility_tr_6000_1st_10609.csv,0.25845974463597765,0.7773012847330298,0.1349490767733157,0.8379479229434882,0.33268571249338064,0.8428184281842819,0.39999999999999963,0.18949206811235628,0.7892742809755683
179_SMD_id_2_Facility_tr_5925_1st_17580.csv,0.9471542740763288,0.9996942163892627,0.9723870246151388,0.9998909270733449,0.9317457517723596,1.0,0.9999999999999996,0.9342029980546975,0.9996059647323227
180_SMD_id_3_Facility_tr_5925_1st_17580.csv,0.9875562865474957,0.9999092411025939,0.9450778606949016,0.9997771863038359,0.9302275786164337,1.0,0.9999999999999996,0.9103425187789008,0.9999637713892108
181_SMD_id_4_Facility_tr_5000_1st_15144.csv,0.5189554250253485,0.9613570067865221,0.6540492963809373,0.974146520302302,0.5209222728014086,0.9752953813104189,0.8949771689497711,0.4864226681304048,0.9369273334299834
183_SMD_id_6_Facility_tr_5925_1st_17580.csv,0.9516670986722754,0.9997105740975162,0.9784252437312781,0.9999147657760756,0.9244136251282291,1.0,0.9999999999999996,0.9204231571431257,0.999605941071205
184_SMD_id_7_Facility_tr_7119_1st_15849.csv,0.6050191287899407,0.9014999685452155,0.6094470402857693,0.9037692263914517,0.6410708305858652,0.990791896869245,0.8850771869639789,0.6766614383374475,0.9648792309713757
185_SMD_id_8_Facility_tr_5000_1st_15144.csv,0.5392303229929526,0.9567511209344781,0.6866595966619784,0.9742138127064036,0.5652859249675587,0.9721627408993576,0.8910891089108905,0.5870965016552373,0.9423535958133146
187_SMD_id_10_Facility_tr_5000_1st_15849.csv,0.36169164829183076,0.6658482356892516,0.40544883306649593,0.7132381506094757,0.4430162068114508,0.8918753817959683,0.7196333078686016,0.6519575547913438,0.9088527536355258
188_SMD_id_11_Facility_tr_500_1st_392.csv,0.5955763219158638,0.9307988795724346,0.46435279379823124,0.9038307404506896,0.5983294120013605,0.212253829321663,0.1538461538461537,0.13162800883044018,0.6701452861645412
189_SMD_id_12_Facility_tr_5925_1st_17580.csv,0.9209978973025859,0.9996071511679141,0.9033849449056763,0.9996205714397705,0.9298195785294903,1.0,0.9999999999999996,0.9147727272727273,0.9996570942926054
190_SMD_id_13_Facility_tr_7119_1st_15849.csv,0.6569889379167877,0.8783265306063691,0.6806686053310407,0.9140000693496697,0.6471389732025901,0.9986991265564021,0.7692307692307687,0.39561403301702863,0.9370203885206692
