file,Time,AUC-PR,AUC-ROC,VUS-PR,VUS-ROC,Standard-F1,PA-F1,Event-based-F1,R-based-F1,Affiliation-F
001_NAB_id_1_Facility_tr_1007_1st_2014.csv,0.4655618667602539,0.1480173270923014,0.5979451123492471,0.1354823472499149,0.6005606079923105,0.2032756425491508,0.9648382559774964,0.7999999999999995,0.2527208873743871,0.8198766910297494
002_NAB_id_2_WebService_tr_1500_1st_4106.csv,0.8099417686462402,0.1339218913339399,0.5491210928066632,0.144028358142078,0.5743508292750837,0.2014868445264822,0.9822667694680032,0.3664921465968583,0.4306667826950025,0.7782369914979077
005_NAB_id_5_Traffic_tr_594_1st_1645.csv,0.1371169090270996,0.0555479358170197,0.0828590660925743,0.0576330554296657,0.0907032662642936,0.1885878323621839,0.2087719298245614,0.1880206267354222,0.3763427847696213,0.6709797722598959
006_NAB_id_6_Traffic_tr_2579_1st_5839.csv,1.1060714721679688,0.7770726210474126,0.9444367855496688,0.789817972223631,0.9692073608860484,0.7018376404277695,0.9200535953550693,0.8888888888888884,0.6203519441137373,0.9102104480593872
008_NAB_id_8_Synthetic_tr_1007_1st_2734.csv,0.1777000427246093,0.1645720956397461,0.690215908607966,0.1738331490857748,0.7114326881395997,0.2987895301126914,0.2825017568517217,0.2487122884473875,0.2187014357382908,0.6793733863636435
009_NAB_id_9_Traffic_tr_500_1st_438.csv,0.0732707977294921,0.0845877230141328,0.4586665714557745,0.0909941045161686,0.4720057161054301,0.2370765192465509,0.6781789638932497,0.2374788970174449,0.3528225806451613,0.7873424148847616
010_NAB_id_10_WebService_tr_500_1st_271.csv,0.0327467918395996,0.1715502088870807,0.6058598210886943,0.4518169896904338,0.7194552290435835,0.3695350648389844,0.4184100418410041,0.3690773067331667,0.3909246972153591,0.8275850869964323
011_NAB_id_11_Facility_tr_1007_1st_1526.csv,0.270759105682373,0.0681432977271996,0.1840567538424856,0.0915689166391479,0.3080491676504783,0.2104309694844883,0.5683453237410072,0.210082167443926,0.4460336153369434,0.8108482205498763
013_NAB_id_13_Traffic_tr_623_1st_2084.csv,0.1384389400482177,0.0789867445180341,0.2361545974205038,0.100318084371267,0.2990728581025279,0.1825526289199822,0.2414800389483933,0.1824871228844737,0.5319230592100214,0.7994420539378284
014_NAB_id_14_WebService_tr_500_1st_1045.csv,0.0369119644165039,0.1956368081589136,0.4877042561276838,0.2053820401589358,0.504826800862417,0.4035043275343328,0.95,0.7540983606557372,0.3463302752293578,0.8529930175798947
015_NAB_id_15_Synthetic_tr_1007_1st_2787.csv,0.386134386062622,0.8090288966864329,0.8642010401532857,0.8250021802462941,0.9074873821095396,0.8561823944083797,1.0,0.9999999999999996,0.8862353452019106,0.997919907850827
016_NAB_id_16_Environment_tr_1816_1st_3540.csv,0.6587934494018555,0.0796804243704232,0.425202917485149,0.0835905020314979,0.4213511556818035,0.1946427817168889,0.4510903426791277,0.1942610804257037,0.4607667997871174,0.7020383972314905
017_NAB_id_17_Synthetic_tr_1007_1st_1805.csv,0.2232449054718017,0.6172712395730217,0.7797571799311517,0.6119744352803018,0.8023498435502244,0.6862700019519479,1.0,0.9999999999999996,0.7638376383763839,0.9942702159219968
018_NAB_id_18_Facility_tr_500_1st_669.csv,0.0614628791809082,0.0983461009161113,0.3755796709856606,0.1267717799485949,0.4708549305564374,0.1817286523364183,0.810344827586207,0.3278688524590159,0.2445324297039003,0.6262365231192939
019_NAB_id_19_Facility_tr_1007_1st_1171.csv,0.13859224319458,0.1220806624850839,0.5784515285045442,0.1216401765168767,0.5817217922758835,0.2113310222474959,0.7699711260827719,0.3181818181818177,0.2644103069634984,0.8690246045294147
020_NAB_id_20_Synthetic_tr_1007_1st_2679.csv,0.3051252365112304,0.9679453198078998,0.987856593045934,0.987721767847026,0.9970463828243048,0.9518937457720158,1.0,0.9999999999999996,0.9604954804151324,0.999327421975452
022_NAB_id_22_Facility_tr_1007_1st_2980.csv,0.1053197383880615,0.1141920063112195,0.4367780930263129,0.141471701682593,0.5042935833622355,0.2310432510502433,0.9895337773549,0.3529411764705879,0.2242140099282956,0.6973792163549488
023_NAB_id_23_Facility_tr_4512_1st_16551.csv,1.6389336585998535,0.4809342865929052,0.8145405079206972,0.4724002502839718,0.8152585436371157,0.5771059663667977,1.0,0.9999999999999996,0.548091898447444,0.9922560818986894
024_NAB_id_24_Synthetic_tr_1007_1st_2787.csv,0.2990853786468506,0.4768720387484701,0.5161043123252512,0.5038718252451998,0.5933073220637135,0.5594365054428452,1.0,0.9999999999999996,0.5233160621761658,0.9935819589643964
025_NAB_id_25_WebService_tr_3958_1st_4614.csv,1.2924988269805908,0.0917546256207559,0.4744506433918224,0.0921047724230254,0.4760913006722897,0.1814928072984708,0.9446935724962632,0.1814944575268506,0.3812240624084382,0.6760071064248118
026_NAB_id_26_Traffic_tr_624_1st_2261.csv,0.0604121685028076,0.0669544556495115,0.3043793368740685,0.0673986455475264,0.307961337748899,0.173975019774856,0.9794238683127572,0.2105263157894734,0.4848291638892787,0.6707500587169485
027_NAB_id_27_Facility_tr_757_1st_2582.csv,0.2153651714324951,0.0836398523305728,0.5650962557400212,0.1098138291039705,0.652408687983263,0.1480445178919263,0.97323600973236,0.3529411764705879,0.18796992481203,0.7047764724360063
028_NAB_id_28_Facility_tr_1007_1st_3447.csv,0.210686445236206,0.2876872369631402,0.7401700432050529,0.3332499012875822,0.8039788578266669,0.3168269384444611,1.0,0.9999999999999996,0.3359133126934984,0.96124808679508
032_WSD_id_4_WebService_tr_4559_1st_11822.csv,0.8431923389434814,0.0663605704070974,0.9681809648958138,0.1229115483079605,0.971973019694113,0.1587251601473376,0.4210526315789473,0.2666666666666663,0.2043795620437956,0.7509222039908521
039_WSD_id_11_WebService_tr_1746_1st_1846.csv,5.227521657943726,0.0050039652400791,0.3447907923152574,0.0137932116318119,0.6397683931571064,0.0143899149144716,0.040137614678899,0.0143892734507003,0.2033024477643738,0.6696386137133531
040_WSD_id_12_WebService_tr_4559_1st_9714.csv,2.9444611072540283,0.0034777957399754,0.5751070717632156,0.0122938829083317,0.8329483450707925,0.0133823085735269,0.0681362725450901,0.0126315789473684,0.0138664447405036,0.7388548130175414
043_WSD_id_15_WebService_tr_4521_1st_6828.csv,3.250526666641236,0.0016772765155889,0.889816914652359,0.0167890153309572,0.944964647187873,0.0043195684094584,0.0044460911448684,0.0042432814710042,0.009009009009009,0.7058410811408767
049_WSD_id_21_WebService_tr_4297_1st_7097.csv,2.024461030960083,0.00385968842952,0.7738532575794608,0.0047780110624142,0.7922558477067542,0.0098279016110746,0.0185984722683493,0.0094185094185094,0.0157628114884982,0.6666384821979046
054_WSD_id_26_WebService_tr_2409_1st_2509.csv,3.351924180984497,0.0141734069240812,0.8310364215139113,0.2339644510051127,0.9456807852127536,0.0567487144739505,0.0982658959537572,0.052360174533915,0.0372561186857017,0.8689284642116162
058_WSD_id_30_WebService_tr_1136_1st_1236.csv,9.575412273406982,0.0002532946480263,0.0547440750493746,0.0002774951452334,0.0550798867655301,0.0008769918916771,0.0010524238637111,0.0007729681978798,0.0421969189551239,0.6677565297352744
060_WSD_id_32_WebService_tr_4576_1st_4766.csv,1.658433437347412,0.0098456417195165,0.6878638836735596,0.0153817403970044,0.788648260207583,0.027225161091907,0.0687142113482561,0.0269375137999558,0.0238828703051111,0.6986715635260197
068_WSD_id_40_WebService_tr_4549_1st_13322.csv,2.2740373611450195,0.129952323426312,0.9948469457477336,0.2480659205842781,0.996678009593969,0.2926800156446614,0.5,0.2941176470588232,0.1411764705882353,0.9410071465790172
074_WSD_id_46_WebService_tr_990_1st_1090.csv,1.9773032665252688,0.0089041190840798,0.1633323341672527,0.0137110447334604,0.0973331969550133,0.0323008628719962,0.0324312234399463,0.0322544766989211,0.231635765256319,0.6684126015227203
089_WSD_id_61_WebService_tr_1010_1st_1110.csv,2.970823049545288,0.0345741487052744,0.8178073672937889,0.1235253345169855,0.8502087328769913,0.0818259564414109,0.090597840400316,0.081203128779937,0.0626583327298654,0.7555367038129739
094_WSD_id_66_WebService_tr_3309_1st_3914.csv,1.8059515953063965,0.0429450532962555,0.9093167701863354,0.3562126781549296,0.9631182677447526,0.1560246366769692,0.205607476635514,0.1383647798742135,0.0709876543209876,0.940047911349831
099_WSD_id_71_WebService_tr_4559_1st_14411.csv,2.218493938446045,0.1236218199228626,0.9616887512650888,0.1202178531836867,0.9639647032525042,0.2894687154592502,0.3098591549295774,0.3829787234042549,0.3595410114747131,0.7945787573305785
106_WSD_id_78_WebService_tr_3363_1st_3463.csv,3.903379917144776,0.0094992879046942,0.3593072891745566,0.0162476011686559,0.5481514808647605,0.0239745949787114,0.8230088495575221,0.0624999999999998,0.1784295046973092,0.7313872189230033
113_WSD_id_85_WebService_tr_500_1st_335.csv,3.261373996734619,0.0850192530469402,0.9340117554770946,0.4626833941014697,0.9736685605306888,0.2401809002747584,0.2834224598930481,0.2401847575057732,0.15625,0.8572746613211305
117_WSD_id_89_WebService_tr_3251_1st_3351.csv,1.035261154174805,0.0001292417710355,0.0781367698853803,0.0001640066884448,0.1415056566754107,0.0003689319320954,0.0004141930139444,0.0003676695875972,0.0121681415929203,0.6707444930522946
125_WSD_id_97_WebService_tr_2217_1st_2317.csv,1.7812113761901855,0.0177420944105115,0.7564936305906378,0.0295600500238536,0.8070374358208795,0.0444552555742789,0.0711674384596636,0.0442124654590113,0.0340260600109549,0.7285480297554808
