file,Time,AUC-PR,AUC-ROC,VUS-PR,VUS-ROC,Standard-F1,PA-F1,Event-based-F1,R-based-F1,Affiliation-F
001_Genesis_id_1_Sensor_tr_4055_1st_15538.csv,0.5100438594818115,0.09176836622734073,0.6642708719851578,0.07681362718400729,0.8563268286391643,0.15384116140461784,0.7441860465116279,0.4999999999999996,0.187192118226601,0.876464806518011
002_MSL_id_1_Sensor_tr_500_1st_900.csv,0.01289820671081543,0.2795052250503792,0.6786143372046456,0.12401267005895636,0.8505627432668913,0.42856806125094726,1.0,0.9999999999999996,0.5897435897435898,0.9991533864541826
003_MSL_id_2_Sensor_tr_883_1st_1238.csv,0.03180694580078125,0.07030717371804751,0.5387104175618969,0.08544388111249313,0.5916546870114354,0.13167458747592786,0.946058091286307,0.1496932515337422,0.13486277765200114,0.682730924265977
005_MSL_id_4_Sensor_tr_855_1st_2700.csv,0.03014230728149414,0.06370559164703109,0.7366394727661703,0.11040649085175777,0.8565689773998454,0.13952993467466845,0.9403973509933775,0.5263157894736837,0.28968089515126394,0.7946832768249729
006_MSL_id_5_Sensor_tr_1150_1st_1250.csv,0.04297304153442383,0.11900734879810276,0.6247107451938907,0.12033947418187281,0.6287314091092379,0.22675086192207422,0.8597560975609757,0.25925925925925897,0.14943742884420266,0.7246072286044282
007_MSL_id_6_Sensor_tr_980_1st_3550.csv,0.034717559814453125,0.04999680196873653,0.5768333096250401,0.0789747371542438,0.7034412650298069,0.09409464500923656,0.8140161725067385,0.16666666666666652,0.14898128694972396,0.7588778164457531
008_MSL_id_7_Sensor_tr_656_1st_1630.csv,0.019044160842895508,0.8607823393193735,0.9368778891250801,0.8831279004980374,0.9634038094535442,0.9117597448366825,1.0,0.9999999999999996,0.8622028141678797,0.9991621037957533
009_MSL_id_8_Sensor_tr_714_1st_1390.csv,0.021212100982666016,0.007815736129219823,0.5168304358780549,0.019937718339009265,0.7445540373685823,0.020895213871786233,0.21649484536082472,0.02098950524737629,0.019517951976760015,0.6666765323808065
010_MSL_id_9_Sensor_tr_554_1st_1172.csv,0.016727447509765625,0.053214040949700794,0.4677590208620085,0.06370733186652434,0.5172243895353424,0.08988415617596845,1.0,0.9999999999999996,0.34928229665071775,0.9918476828175246
012_MSL_id_11_Sensor_tr_539_1st_940.csv,0.013828277587890625,0.5776219185981786,0.792662185926622,0.6117753189125947,0.8822549584126201,0.7023761572039388,1.0,0.9999999999999996,0.42755681818181823,0.9874639635450566
013_MSL_id_12_Sensor_tr_554_1st_1200.csv,0.01686573028564453,0.21409867553101905,0.656478102189781,0.1597365255469964,0.7609884874504239,0.3225779396688931,1.0,0.9999999999999996,0.5227272727272727,0.9980453649086528
014_MSL_id_13_Sensor_tr_1525_1st_4575.csv,0.06503796577453613,0.047749111376209935,0.6767442424853383,0.06220844494517957,0.7448164964007334,0.10915665268667807,0.8850855745721272,0.12121212121212109,0.11336652623515897,0.8852343409083837
015_MSL_id_14_Sensor_tr_575_1st_1250.csv,0.016469717025756836,0.14945932015857388,0.5734000219050054,0.15267954572226777,0.580116372393642,0.2778753531883432,0.8865979381443299,0.32169312169312136,0.2309923421766037,0.727465025905147
016_MSL_id_15_Sensor_tr_500_1st_780.csv,0.008350849151611328,0.3929948047206946,0.7633338777584204,0.40672925678560395,0.7803809069472072,0.42055575864072,1.0,0.9999999999999996,0.3745207058018362,0.9631477306643161
017_MSL_id_16_Sensor_tr_512_1st_1850.csv,0.013571739196777344,0.10084268482118403,0.4755403598850071,0.11201726701826809,0.5053153714964723,0.2573339902527439,0.3255395683453237,0.25928733889310057,0.12623002577000067,0.6995070957399185
018_Daphnet_id_1_HumanActivity_tr_9693_1st_20732.csv,0.11070036888122559,0.1093768209522371,0.7410204752689358,0.11389506380480002,0.7486356161983904,0.2285230030933193,0.8588454376163873,0.31249999999999956,0.2701287371672823,0.8650358334539753
019_MITDB_id_1_Medical_tr_37500_1st_103211.csv,0.07404208183288574,0.14152446066780822,0.5360703357016916,0.1420355527669397,0.5374329805661622,0.220744136669207,0.9999462683359304,0.6666666666666662,0.28575814796051524,0.9382091816737366
020_MITDB_id_2_Medical_tr_50000_1st_52315.csv,0.40155529975891113,0.001658204597790243,0.4980129303598219,0.0018280888601120012,0.5215408563162148,0.00392400239455408,0.2900678764371797,0.003928085813567,0.0035406386015457065,0.6642132114728405
021_MITDB_id_3_Medical_tr_50000_1st_57595.csv,0.38097524642944336,0.017778750778568723,0.488638703859854,0.021154832698846285,0.5437747163404802,0.03462948222831481,0.8952434881087203,0.11538461538461488,0.05926089182880914,0.7162069976527284
022_MITDB_id_4_Medical_tr_50000_1st_54253.csv,0.16217565536499023,0.049271805799615306,0.5384191519404166,0.05465001464210624,0.5649442518072801,0.0953802531996705,0.90599624126804,0.21341463414634101,0.11993551486926467,0.8029533183163038
024_MITDB_id_6_Medical_tr_50000_1st_58118.csv,0.11990642547607422,0.0016274867063476757,0.4620482133969288,0.0018292290121220535,0.5018735102440646,0.006402651832920947,0.4961349262122277,0.008298755186721983,0.00664636347647391,0.8985762383527591
025_MITDB_id_7_Medical_tr_37500_1st_88864.csv,0.10177302360534668,0.022552250104053262,0.4375206605921419,0.026923630189620018,0.4916901247096954,0.060760098546427464,0.5553183920313055,0.06759237092011804,0.07702612739692909,0.7644661644629266
026_MITDB_id_8_Medical_tr_30495_1st_30595.csv,0.21477532386779785,0.06553039952135851,0.5088313850189413,0.06553512154367871,0.5115487694878366,0.12466450159290615,0.9213124489644422,0.36383682469680223,0.12095971137765507,0.7352404138373637
